,EURCAD,GBPCHF ,date,profit
90,0.0,0.010000000000000004,2014.04.29 22:15,52.10000000000001
91,0.0,3.469446951953614e-18,2014.04.29 22:15,51.040000000000006
92,0.0,0.010000000000000004,2014.05.21 16:20,51.040000000000006
93,0.0,3.469446951953614e-18,2014.05.21 16:50,52.64000000000001
94,0.0,0.010000000000000004,2014.05.28 17:20,52.64000000000001
95,0.0,3.469446951953614e-18,2014.05.28 23:55,53.220000000000006
96,0.0,0.010000000000000004,2014.06.20 15:35,53.220000000000006
97,0.0,3.469446951953614e-18,2014.06.20 18:15,54.620000000000005
98,0.0,0.010000000000000004,2014.07.01 21:50,54.620000000000005
99,0.0,3.469446951953614e-18,2014.07.02 02:10,54.75000000000001
100,0.0,0.010000000000000004,2014.07.15 17:00,54.75000000000001
101,0.0,0.020000000000000004,2014.07.15 17:40,54.75000000000001
102,0.0,0.030000000000000006,2014.07.15 17:50,54.75000000000001
103,0.0,0.020000000000000004,2014.07.16 00:05,55.11000000000001
104,0.0,0.010000000000000004,2014.07.16 00:05,52.95
105,0.0,3.469446951953614e-18,2014.07.16 00:05,52.900000000000006
106,0.0,0.010000000000000004,2014.07.22 16:55,52.900000000000006
107,0.0,3.469446951953614e-18,2014.07.22 17:15,54.040000000000006
108,0.0,0.010000000000000004,2014.07.24 17:15,54.040000000000006
109,0.0,3.469446951953614e-18,2014.07.24 19:15,55.34
110,0.0,0.010000000000000004,2014.08.01 15:30,55.34
111,0.0,0.020000000000000004,2014.08.01 16:05,55.34
112,0.0,0.05,2014.08.01 17:55,55.34
113,0.0,0.060000000000000005,2014.08.01 18:10,55.34
114,0.0,0.07,2014.08.01 18:45,55.34
115,0.0,0.09000000000000001,2014.08.01 18:55,55.34
116,0.0,0.1,2014.08.01 19:00,55.34
117,0.0,0.07,2014.08.04 02:40,56.53
118,0.0,0.060000000000000005,2014.08.04 02:40,51.53
119,0.0,0.05,2014.08.04 02:40,52.45
120,0.0,0.04,2014.08.04 02:40,53.68
121,0.0,0.03,2014.08.04 02:40,52.19
122,0.0,0.009999999999999998,2014.08.04 02:40,56.089999999999996
123,0.0,-1.734723475976807e-18,2014.08.04 02:40,57.739999999999995
124,0.0,0.009999999999999998,2014.08.12 13:45,57.739999999999995
125,0.0,-1.734723475976807e-18,2014.08.12 14:30,59.16
126,0.0,0.009999999999999998,2014.08.13 15:40,59.16
127,0.0,-1.734723475976807e-18,2014.08.13 18:35,60.489999999999995
128,0.0,0.009999999999999998,2014.08.18 18:20,60.489999999999995
129,0.0,-1.734723475976807e-18,2014.08.19 02:50,59.73
130,0.0,0.009999999999999998,2014.09.02 16:15,59.73
131,0.0,0.019999999999999997,2014.09.02 17:55,59.73
132,0.0,0.03,2014.09.02 18:10,59.73
133,0.0,0.07,2014.09.02 19:31,59.73
134,0.0,0.08,2014.09.02 20:40,59.73
135,0.0,0.09,2014.09.02 20:50,59.73
136,0.0,0.11,2014.09.02 21:41,59.73
137,0.0,0.12,2014.09.02 21:45,59.73
138,0.0,0.13999999999999999,2014.09.02 21:55,59.73
139,0.0,0.15999999999999998,2014.09.02 22:00,59.73
140,0.0,0.17999999999999997,2014.09.02 22:06,59.73
141,0.0,0.38,2014.09.02 23:36,59.73
142,0.0,0.18,2014.09.03 03:05,68.97
143,0.0,0.13999999999999999,2014.09.03 03:05,61.269999999999996
144,0.0,0.11999999999999998,2014.09.03 03:05,58.199999999999996
145,0.0,0.09999999999999998,2014.09.03 03:05,56.239999999999995
146,0.0,0.07999999999999997,2014.09.03 03:05,53.98
147,0.0,0.05999999999999997,2014.09.03 03:05,51.849999999999994
148,0.0,0.04999999999999997,2014.09.03 03:05,45.46999999999999
149,0.0,0.039999999999999966,2014.09.03 03:05,44.099999999999994
150,0.0,0.029999999999999964,2014.09.03 03:05,42.41
151,0.0,0.019999999999999962,2014.09.03 03:05,38.25
152,0.0,0.009999999999999962,2014.09.03 03:05,33.76
153,0.0,-3.8163916471489756e-17,2014.09.03 03:05,32.059999999999995
154,0.0,0.009999999999999962,2014.09.16 11:10,32.059999999999995
155,0.0,-3.8163916471489756e-17,2014.09.16 15:05,32.739999999999995
156,0.0,0.009999999999999962,2014.09.17 10:50,32.739999999999995
157,0.0,-3.8163916471489756e-17,2014.09.17 11:35,34.339999999999996
158,0.0,0.009999999999999962,2014.09.17 22:10,34.339999999999996
159,0.0,0.019999999999999962,2014.09.17 22:25,34.339999999999996
160,0.0,0.029999999999999964,2014.09.17 22:40,34.339999999999996
161,0.0,0.04999999999999996,2014.09.17 22:51,34.339999999999996
162,0.0,0.05999999999999996,2014.09.17 23:55,34.339999999999996
163,0.0,0.06999999999999997,2014.09.18 00:46,34.339999999999996
164,0.0,0.07999999999999996,2014.09.18 00:50,34.339999999999996
165,0.0,0.09999999999999996,2014.09.18 08:35,34.339999999999996
166,0.0,0.10999999999999996,2014.09.18 08:40,34.339999999999996
167,0.0,0.11999999999999995,2014.09.18 08:45,34.339999999999996
168,0.0,0.09999999999999995,2014.09.18 10:15,44.94
169,0.0,0.08999999999999996,2014.09.18 10:15,41.86
170,0.0,0.07999999999999996,2014.09.18 10:15,41.94
171,0.0,0.06999999999999997,2014.09.18 10:15,43.4
172,0.0,0.04999999999999996,2014.09.18 10:15,45.08
173,0.0,0.03999999999999996,2014.09.18 10:15,47.73
174,0.0,0.029999999999999957,2014.09.18 10:15,46.849999999999994
175,0.0,0.019999999999999955,2014.09.18 10:15,52.11999999999999
176,0.0,0.009999999999999955,2014.09.18 10:15,57.889999999999986
177,0.0,-4.5102810375396984e-17,2014.09.18 10:15,60.40999999999999
178,0.0,0.009999999999999955,2014.09.24 17:00,60.40999999999999
179,0.0,-4.5102810375396984e-17,2014.09.24 17:30,61.76999999999999
180,0.0,0.009999999999999955,2014.10.02 14:40,61.76999999999999
181,0.0,-4.5102810375396984e-17,2014.10.02 15:15,63.19999999999999
182,0.0,0.009999999999999955,2014.10.02 19:05,63.19999999999999
183,0.0,-4.5102810375396984e-17,2014.10.02 22:00,64.42999999999999
184,0.0,0.009999999999999955,2014.10.15 20:20,64.42999999999999
185,0.0,-4.5102810375396984e-17,2014.10.15 20:35,65.8
186,0.0,0.009999999999999955,2014.10.21 16:30,65.8
187,0.0,-4.5102810375396984e-17,2014.10.21 19:55,67.02
188,0.0,0.009999999999999955,2014.10.30 10:40,67.02
189,0.0,-4.5102810375396984e-17,2014.10.30 15:35,66.19
190,0.0,0.009999999999999955,2014.11.12 15:25,66.19
191,0.0,-4.5102810375396984e-17,2014.11.12 15:45,67.74
192,0.0,0.009999999999999955,2014.11.13 11:25,67.74
193,0.0,0.019999999999999955,2014.11.13 14:05,67.74
194,0.0,0.029999999999999957,2014.11.13 14:41,67.74
195,0.0,0.03999999999999996,2014.11.13 16:30,67.74
196,0.0,0.04999999999999996,2014.11.13 17:05,67.74
197,0.0,0.05999999999999996,2014.11.13 17:10,67.74
198,0.0,0.08999999999999997,2014.11.13 17:55,67.74
199,0.0,0.09999999999999996,2014.11.13 18:00,67.74
200,0.0,0.11999999999999997,2014.11.13 19:05,67.74
201,0.0,0.13999999999999996,2014.11.13 20:30,67.74
202,0.0,0.17999999999999997,2014.11.13 20:41,67.74
203,0.0,0.19999999999999996,2014.11.13 20:51,67.74
204,0.0,0.21999999999999995,2014.11.13 21:26,67.74
205,0.0,0.2799999999999999,2014.11.14 02:25,67.74
206,0.0,0.2399999999999999,2014.11.14 07:00,67.05999999999999
207,0.0,0.1799999999999999,2014.11.14 07:00,72.44999999999999
208,0.0,0.1699999999999999,2014.11.14 07:00,67.71
209,0.0,0.1599999999999999,2014.11.14 07:00,63.279999999999994
210,0.0,0.14999999999999988,2014.11.14 07:00,57.849999999999994
211,0.0,0.13999999999999987,2014.11.14 07:00,54.559999999999995
212,0.0,0.12999999999999987,2014.11.14 07:00,47.26
213,0.0,0.11999999999999987,2014.11.14 07:00,42.449999999999996
214,0.0,0.10999999999999988,2014.11.14 07:00,39.36
215,0.0,0.07999999999999988,2014.11.14 07:00,34.86
216,0.0,0.05999999999999987,2014.11.14 07:00,35.58
217,0.0,0.03999999999999987,2014.11.14 07:00,35.3
218,0.0,0.01999999999999987,2014.11.14 07:00,34.129999999999995
219,0.0,-1.3183898417423734e-16,2014.11.14 07:00,31.759999999999994
220,0.0,0.009999999999999868,2014.11.14 17:45,31.759999999999994
221,0.0,0.01999999999999987,2014.11.14 19:05,31.759999999999994
222,0.0,0.029999999999999867,2014.11.14 19:10,31.759999999999994
223,0.0,0.03999999999999987,2014.11.14 19:20,31.759999999999994
224,0.0,0.029999999999999867,2014.11.17 05:35,33.69
225,0.0,0.019999999999999865,2014.11.17 05:35,30.569999999999997
226,0.0,0.009999999999999865,2014.11.17 05:35,30.869999999999997
227,0.0,-1.3530843112619095e-16,2014.11.17 05:35,31.509999999999998
228,0.0,0.009999999999999865,2014.11.21 12:10,31.509999999999998
229,0.0,0.019999999999999865,2014.11.21 12:31,31.509999999999998
230,0.0,0.029999999999999867,2014.11.21 12:50,31.509999999999998
231,0.0,0.03999999999999987,2014.11.21 12:55,31.509999999999998
232,0.0,0.04999999999999987,2014.11.21 13:00,31.509999999999998
233,0.0,0.05999999999999987,2014.11.21 13:15,31.509999999999998
234,0.0,0.06999999999999987,2014.11.21 13:41,31.509999999999998
235,0.0,0.07999999999999986,2014.11.21 15:00,31.509999999999998
236,0.0,0.08999999999999986,2014.11.21 15:15,31.509999999999998
237,0.0,0.09999999999999985,2014.11.21 15:20,31.509999999999998
238,0.0,0.08999999999999986,2014.11.21 17:05,33.58
239,0.0,0.07999999999999986,2014.11.21 17:05,36.78
240,0.0,0.06999999999999987,2014.11.21 17:05,40.230000000000004
241,0.0,0.059999999999999866,2014.11.21 17:05,42.580000000000005
242,0.0,0.049999999999999864,2014.11.21 17:05,43.63
243,0.0,0.03999999999999986,2014.11.21 17:05,43.27
244,0.0,0.02999999999999986,2014.11.21 17:05,43.06
245,0.0,0.019999999999999858,2014.11.21 17:05,43.2
246,0.0,0.009999999999999858,2014.11.21 17:05,43.82
247,0.0,-1.4224732503009818e-16,2014.11.21 17:05,40.730000000000004
248,0.0,0.009999999999999858,2014.11.28 16:30,40.730000000000004
249,0.0,0.019999999999999858,2014.11.28 17:31,40.730000000000004
250,0.0,0.02999999999999986,2014.11.28 17:35,40.730000000000004
251,0.0,0.03999999999999986,2014.11.28 17:40,40.730000000000004
252,0.0,0.049999999999999864,2014.11.28 17:45,40.730000000000004
253,0.0,0.03999999999999986,2014.11.28 18:25,44.14
254,0.0,0.02999999999999986,2014.11.28 18:25,44.79
255,0.0,0.019999999999999858,2014.11.28 18:25,47.78
256,0.0,0.009999999999999858,2014.11.28 18:25,50.870000000000005
257,0.0,-1.4224732503009818e-16,2014.11.28 18:25,53.77
258,0.0,0.009999999999999858,2014.12.03 12:45,53.77
259,0.0,-1.4224732503009818e-16,2014.12.03 13:10,55.400000000000006
260,0.0,0.009999999999999858,2014.12.03 16:20,55.400000000000006
261,0.0,0.019999999999999858,2014.12.03 16:55,55.400000000000006
262,0.0,0.02999999999999986,2014.12.03 17:06,55.400000000000006
263,0.0,0.03999999999999986,2014.12.03 17:15,55.400000000000006
264,0.0,0.049999999999999864,2014.12.03 17:35,55.400000000000006
265,0.0,0.08999999999999986,2014.12.03 18:05,55.400000000000006
266,0.0,0.11999999999999986,2014.12.03 18:21,55.400000000000006
267,0.0,0.13999999999999985,2014.12.03 18:25,55.400000000000006
268,0.0,0.09999999999999984,2014.12.03 22:20,59.42
269,0.0,0.08999999999999984,2014.12.03 22:20,58.17
270,0.0,0.07999999999999985,2014.12.03 22:20,55.24
271,0.0,0.06999999999999985,2014.12.03 22:20,55.11
272,0.0,0.05999999999999985,2014.12.03 22:20,54.95
273,0.0,0.039999999999999855,2014.12.03 22:20,59.580000000000005
274,0.0,0.009999999999999856,2014.12.03 22:20,64.85000000000001
275,0.0,-1.43982048506075e-16,2014.12.03 22:20,64.82000000000001
276,0.0,0.009999999999999856,2014.12.15 18:30,64.82000000000001
277,0.0,-1.43982048506075e-16,2014.12.15 19:05,66.16000000000001
278,0.0,0.009999999999999856,2014.12.18 15:05,66.16000000000001
279,0.0,-1.43982048506075e-16,2014.12.18 15:25,68.00000000000001
280,0.0,0.009999999999999856,2014.12.26 16:25,68.00000000000001
281,0.0,-1.43982048506075e-16,2014.12.26 20:40,68.66000000000001
282,0.0,0.009999999999999856,2014.12.31 16:30,68.66000000000001
283,0.0,-1.43982048506075e-16,2014.12.31 17:00,70.73
284,0.0,0.009999999999999856,2015.01.06 19:00,70.73
285,0.0,-1.43982048506075e-16,2015.01.06 20:00,72.21000000000001
286,0.0,0.009999999999999856,2015.01.13 16:20,72.21000000000001
287,0.0,-1.43982048506075e-16,2015.01.13 17:40,73.68
288,0.0,0.009999999999999856,2015.01.21 12:15,73.68
289,0.0,-1.43982048506075e-16,2015.01.21 12:25,74.98
290,0.0,0.009999999999999856,2015.01.21 16:20,74.98
291,0.0,0.019999999999999858,2015.01.21 16:40,74.98
292,0.0,0.009999999999999858,2015.01.21 16:55,81.81
293,0.0,-1.4224732503009818e-16,2015.01.21 16:55,78.93
294,0.0,0.009999999999999858,2015.01.26 11:00,78.93
295,0.0,-1.4224732503009818e-16,2015.01.26 11:15,81.33000000000001
296,0.0,0.009999999999999858,2015.01.26 13:35,81.33000000000001
297,0.0,-1.4224732503009818e-16,2015.01.26 13:45,83.74000000000001
298,0.0,0.009999999999999858,2015.01.26 18:05,83.74000000000001
299,0.0,0.019999999999999858,2015.01.26 18:20,83.74000000000001
300,0.0,0.039999999999999855,2015.01.26 18:40,83.74000000000001
301,0.0,0.04999999999999986,2015.01.26 21:00,83.74000000000001
302,0.0,0.05999999999999986,2015.01.26 21:25,83.74000000000001
303,0.0,0.06999999999999985,2015.01.26 21:50,83.74000000000001
304,0.0,0.09999999999999985,2015.01.26 23:00,83.74000000000001
305,0.0,0.11999999999999986,2015.01.27 05:20,83.74000000000001
306,0.0,0.13999999999999985,2015.01.27 05:27,83.74000000000001
307,0.0,0.17999999999999985,2015.01.27 07:15,83.74000000000001
308,0.0,0.23999999999999985,2015.01.27 07:30,83.74000000000001
309,0.0,0.25999999999999984,2015.01.27 08:55,83.74000000000001
310,0.0,0.24999999999999983,2015.01.27 09:50,78.07000000000001
311,0.0,0.23999999999999982,2015.01.27 09:50,75.94000000000001
312,0.0,0.22999999999999982,2015.01.27 09:50,75.10000000000001
313,0.0,0.2199999999999998,2015.01.27 09:50,66.71000000000001
314,0.0,0.19999999999999982,2015.01.27 09:50,60.230000000000004
315,0.0,0.17999999999999983,2015.01.27 09:50,68.28
316,0.0,0.15999999999999984,2015.01.27 09:50,83.76
317,0.0,0.14999999999999983,2015.01.27 09:50,82.85000000000001
318,0.0,0.11999999999999983,2015.01.27 09:50,94.17000000000002
319,0.0,0.09999999999999983,2015.01.27 09:50,104.22000000000001
320,0.0,0.03999999999999983,2015.01.27 09:50,144.76000000000002
321,0.0,-1.734723475976807e-16,2015.01.27 09:50,168.57000000000002
322,0.0,0.009999999999999827,2015.01.29 12:35,168.57000000000002
323,0.0,0.019999999999999827,2015.01.29 12:55,168.57000000000002
324,0.0,0.029999999999999825,2015.01.29 13:05,168.57000000000002
325,0.0,0.019999999999999823,2015.01.29 13:15,174.16000000000003
326,0.0,0.009999999999999823,2015.01.29 13:15,182.39000000000001
327,0.0,-1.7694179454963432e-16,2015.01.29 13:15,181.88000000000002
328,0.0,0.009999999999999823,2015.02.04 15:25,181.88000000000002
329,0.0,-1.7694179454963432e-16,2015.02.04 15:45,183.19000000000003
330,0.0,0.009999999999999823,2015.02.12 15:00,183.19000000000003
331,0.0,-1.7694179454963432e-16,2015.02.12 16:45,184.52000000000004
332,0.0,0.009999999999999823,2015.02.18 12:20,184.52000000000004
333,0.0,-1.7694179454963432e-16,2015.02.18 12:55,185.80000000000004
334,0.0,0.009999999999999823,2015.02.18 18:00,185.80000000000004
335,0.0,-1.7694179454963432e-16,2015.02.18 22:30,187.02000000000004
336,0.0,0.009999999999999823,2015.03.09 19:20,187.02000000000004
337,0.0,-1.7694179454963432e-16,2015.03.09 21:00,188.55000000000004
338,0.0,0.009999999999999823,2015.03.10 16:10,188.55000000000004
339,0.0,0.019999999999999823,2015.03.10 17:20,188.55000000000004
340,0.0,0.029999999999999825,2015.03.10 17:25,188.55000000000004
341,0.0,0.03999999999999983,2015.03.10 18:10,188.55000000000004
342,0.0,0.05999999999999983,2015.03.10 18:20,188.55000000000004
343,0.0,0.06999999999999983,2015.03.10 18:40,188.55000000000004
344,0.0,0.07999999999999982,2015.03.10 19:00,188.55000000000004
345,0.0,0.06999999999999983,2015.03.11 02:20,183.19000000000003
346,0.0,0.059999999999999824,2015.03.11 02:20,186.27000000000004
347,0.0,0.04999999999999982,2015.03.11 02:20,184.22000000000003
348,0.0,0.03999999999999982,2015.03.11 02:20,182.35000000000002
349,0.0,0.01999999999999982,2015.03.11 02:20,186.41000000000003
350,0.0,0.00999999999999982,2015.03.11 02:20,186.41000000000003
351,0.0,-1.8041124150158794e-16,2015.03.11 02:20,189.88000000000002
352,0.0,0.00999999999999982,2015.03.11 13:35,189.88000000000002
353,0.0,-1.8041124150158794e-16,2015.03.11 14:00,191.39000000000001
354,0.0,0.00999999999999982,2015.03.12 17:30,191.39000000000001
355,0.0,0.01999999999999982,2015.03.12 18:15,191.39000000000001
356,0.0,0.02999999999999982,2015.03.12 18:20,191.39000000000001
357,0.0,0.019999999999999817,2015.03.12 19:15,195.09
358,0.0,0.009999999999999816,2015.03.12 19:15,196.01
359,0.0,-1.8388068845354155e-16,2015.03.12 19:15,198.57999999999998
360,0.0,0.009999999999999816,2015.03.13 19:00,198.57999999999998
361,0.0,0.019999999999999817,2015.03.13 19:45,198.57999999999998
362,0.0,0.02999999999999982,2015.03.13 20:15,198.57999999999998
363,0.0,0.04999999999999982,2015.03.13 20:25,198.57999999999998
364,0.0,0.059999999999999824,2015.03.13 20:30,198.57999999999998
365,0.0,0.03999999999999983,2015.03.13 22:00,206.51999999999998
366,0.0,0.029999999999999825,2015.03.13 22:00,211.82999999999998
367,0.0,0.019999999999999823,2015.03.13 22:00,214.16
368,0.0,0.009999999999999823,2015.03.13 22:00,214.32999999999998
369,0.0,-1.7694179454963432e-16,2015.03.13 22:00,216.76
370,0.0,0.009999999999999823,2015.03.18 17:35,216.76
371,0.0,-1.7694179454963432e-16,2015.03.18 17:40,218.16
372,0.0,0.009999999999999823,2015.03.20 16:25,218.16
373,0.0,-1.7694179454963432e-16,2015.03.20 16:40,219.88
374,0.0,0.009999999999999823,2015.03.23 16:20,219.88
375,0.0,-1.7694179454963432e-16,2015.03.23 19:20,221.23
376,0.0,0.009999999999999823,2015.03.24 12:50,221.23
377,0.0,-1.7694179454963432e-16,2015.03.24 12:55,222.64
378,0.0,0.009999999999999823,2015.03.24 17:50,222.64
379,0.0,-1.7694179454963432e-16,2015.03.24 18:10,224.1
380,0.0,0.009999999999999823,2015.04.02 14:05,224.1
381,0.0,-1.7694179454963432e-16,2015.04.02 14:30,225.87
382,0.0,0.009999999999999823,2015.04.06 21:40,225.87
383,0.0,-1.7694179454963432e-16,2015.04.07 03:15,226.04
384,0.0,0.009999999999999823,2015.04.08 16:45,226.04
385,0.0,0.019999999999999823,2015.04.08 17:10,226.04
386,0.0,0.029999999999999825,2015.04.08 17:50,226.04
387,0.0,0.03999999999999983,2015.04.08 17:55,226.04
388,0.0,0.029999999999999825,2015.04.08 19:10,230.69
389,0.0,0.019999999999999823,2015.04.08 19:10,230.63
390,0.0,0.009999999999999823,2015.04.08 19:10,233.12
391,0.0,-1.7694179454963432e-16,2015.04.08 19:10,236.95000000000002
392,0.0,0.009999999999999823,2015.04.22 15:00,236.95000000000002
393,0.0,0.019999999999999823,2015.04.22 15:05,236.95000000000002
394,0.0,0.029999999999999825,2015.04.22 15:10,236.95000000000002
395,0.0,0.03999999999999983,2015.04.22 15:15,236.95000000000002
396,0.0,0.04999999999999983,2015.04.22 15:20,236.95000000000002
397,0.0,0.05999999999999983,2015.04.22 15:25,236.95000000000002
398,0.0,0.06999999999999983,2015.04.22 15:31,236.95000000000002
399,0.0,0.07999999999999982,2015.04.22 18:15,236.95000000000002
400,0.0,0.08999999999999982,2015.04.22 21:00,236.95000000000002
401,0.0,0.09999999999999981,2015.04.22 21:05,236.95000000000002
402,0.0,0.1099999999999998,2015.04.22 21:25,236.95000000000002
403,0.0,0.1199999999999998,2015.04.22 21:30,236.95000000000002
404,0.0,0.1399999999999998,2015.04.22 21:55,236.95000000000002
405,0.0,0.15999999999999978,2015.04.22 22:00,236.95000000000002
406,0.0,0.17999999999999977,2015.04.22 22:26,236.95000000000002
407,0.0,0.19999999999999976,2015.04.22 23:50,236.95000000000002
408,0.0,0.21999999999999975,2015.04.22 23:55,236.95000000000002
409,0.0,0.23999999999999974,2015.04.23 00:00,236.95000000000002
410,0.0,0.25999999999999973,2015.04.23 00:06,236.95000000000002
411,0.0,0.24999999999999972,2015.04.23 02:40,235.35000000000002
412,0.0,0.2399999999999997,2015.04.23 02:40,217.56000000000003
413,0.0,0.2299999999999997,2015.04.23 02:40,215.95000000000002
414,0.0,0.2199999999999997,2015.04.23 02:40,212.65
415,0.0,0.1999999999999997,2015.04.23 02:40,215.08
416,0.0,0.17999999999999972,2015.04.23 02:40,219.27
417,0.0,0.1699999999999997,2015.04.23 02:40,214.49
418,0.0,0.14999999999999972,2015.04.23 02:40,220.9
419,0.0,0.12999999999999973,2015.04.23 02:40,227.56
420,0.0,0.10999999999999972,2015.04.23 02:40,233.06
421,0.0,0.08999999999999972,2015.04.23 02:40,232.25
422,0.0,0.07999999999999972,2015.04.23 02:40,222.81
423,0.0,0.06999999999999973,2015.04.23 02:40,217.09
424,0.0,0.049999999999999725,2015.04.23 02:40,223.28
425,0.0,0.03999999999999972,2015.04.23 02:40,222.09
426,0.0,0.02999999999999972,2015.04.23 02:40,209.19
427,0.0,0.01999999999999972,2015.04.23 02:40,194.71
428,0.0,0.00999999999999972,2015.04.23 02:40,183.99
429,0.0,-2.8102520310824275e-16,2015.04.23 02:40,182.29000000000002
430,0.0,0.00999999999999972,2015.04.30 20:20,182.29000000000002
